trade_date,symbol,turnover_rule,total_quantity,available_quantity,today_buy_quantity,raw_close,market_value,portfolio_weight
2024-06-17,SH.588000,T1,570000,570000,0,0.79400000,452580.000,0.4500704570890919601195807908
2024-06-18,SH.510300,T1,0,0,0,3.55500000,0,0E+3
2024-06-18,SH.518880,T0,85700,85700,0,5.28400000,452838.800,0.4501382903064854949415376774
2024-06-18,SH.588000,T1,570100,570000,100,0.79400000,452659.400,0.4499599601605682645765766540
2024-06-19,SH.510300,T1,0,0,0,3.54500000,0,0E+3
2024-06-19,SH.518880,T0,85200,85200,0,5.30500000,451986.000,0.4502781001193065714867231455
2024-06-19,SH.588000,T1,573900,570100,3800,0.78700000,451659.300,0.4499526346064168415904327461
2024-06-20,SH.510300,T1,0,0,0,3.52200000,0,0E+3
2024-06-20,SH.518880,T0,85000,85000,0,5.35100000,454835.000,0.4503332040460980210300492411
2024-06-20,SH.588000,T1,574500,573900,600,0.79100000,454429.500,0.4499317175416718164777881245
2024-06-21,SH.510300,T1,0,0,0,3.51600000,0,0E+3
2024-06-21,SH.518880,T0,85000,85000,0,5.37600000,456960.000,0.4504668407721926322352898166
2024-06-21,SH.588000,T1,574200,574200,0,0.79500000,456489.000,0.4500025334323736049029569614
2024-06-24,SH.510300,T1,0,0,0,3.49900000,0,0E+3
2024-06-24,SH.518880,T0,84700,84700,0,5.29000000,448063.000,0.4503005936331289108352494573
2024-06-24,SH.588000,T1,578500,574200,4300,0.77400000,447759.000,0.4499950754795110687262292618
2024-06-25,SH.510300,T1,0,0,0,3.47800000,0,0E+3
2024-06-25,SH.518880,T0,83500,83500,0,5.30200000,442717.000,0.4505026365710129043962076486
2024-06-25,SH.588000,T1,588800,578500,10300,0.75100000,442188.800,0.4499651476274286078453589645
2024-06-26,SH.510300,T1,0,0,0,3.49900000,0,0E+3
2024-06-26,SH.518880,T0,84300,84300,0,5.27100000,444345.300,0.4498494377438587995240229779
2024-06-26,SH.588000,T1,581900,581900,0,0.76400000,444571.600,0.4500785409385171772458809258
2024-06-27,SH.510300,T1,0,0,0,3.48000000,0,0E+3
2024-06-27,SH.518880,T0,83900,83900,0,5.24200000,439803.800,0.4500848225004165627986541688
2024-06-27,SH.588000,T1,586300,581900,4400,0.75000000,439725.000,0.4500041804413596996584345209
2024-06-28,SH.510300,T1,0,0,0,3.48700000,0,0E+3
2024-06-28,SH.518880,T0,83200,83200,0,5.29700000,440710.400,0.4502449725902549739225788111
2024-06-28,SH.588000,T1,591200,586300,4900,0.74500000,440444.000,0.4499728091452851163357077615
2024-07-01,SH.510300,T1,0,0,0,3.50100000,0,0E+3
2024-07-01,SH.518880,T0,83100,83100,0,5.29900000,440346.900,0.4503462581662549140642115896
2024-07-01,SH.588000,T1,592200,591200,1000,0.74300000,440004.600,0.4499961852483569816452841948
2024-07-02,SH.510300,T1,0,0,0,3.49600000,0,0E+3
2024-07-02,SH.518880,T0,82500,82500,0,5.30600000,437745.000,0.4504259364281338382854913152
2024-07-02,SH.588000,T1,597400,592200,5200,0.73200000,437296.800,0.4499647526231627030667690975
2024-07-03,SH.510300,T1,0,0,0,3.49000000,0,0E+3
2024-07-03,SH.518880,T0,82300,82300,0,5.34000000,439482.000,0.4503649847371921325538507507
2024-07-03,SH.588000,T1,598200,597400,800,0.73400000,439078.800,0.4499518002112137401103702154
2024-07-04,SH.510300,T1,0,0,0,3.47500000,0,0E+3
2024-07-04,SH.518880,T0,81500,81500,0,5.36500000,437247.500,0.4501701801781005726167574618
2024-07-04,SH.588000,T1,604500,598200,6300,0.72300000,437053.500,0.4499704465833869344345205115
2024-07-05,SH.510300,T1,0,0,0,3.45800000,0,0E+3
2024-07-05,SH.518880,T0,81700,81700,0,5.38100000,439627.700,0.4497835935992948066796664010
2024-07-05,SH.588000,T1,601800,601800,0,0.73100000,439915.800,0.4500783490328490545894419040
2024-07-08,SH.510300,T1,0,0,0,3.43400000,0,0E+3
2024-07-08,SH.518880,T0,81400,81400,0,5.38400000,438257.600,0.4502158327064740886882730653
2024-07-08,SH.588000,T1,605000,601800,3200,0.72400000,438020.000,0.4499717495876620971940643312
2024-07-09,SH.510300,T1,0,0,0,3.47100000,0,0E+3
2024-07-09,SH.518880,T0,82400,82400,0,5.36200000,441828.800,0.4496912059921703727103417143
2024-07-09,SH.588000,T1,595900,595900,0,0.74200000,442157.800,0.4500260605937070404255782549
2024-07-10,SH.510300,T1,0,0,0,3.46300000,0,0E+3
2024-07-10,SH.518880,T0,82300,82300,0,5.39700000,444173.100,0.4504869498496694758521171677
2024-07-10,SH.588000,T1,597100,595900,1200,0.74300000,443645.300,0.4499516472567599647868258490
2024-07-11,SH.510300,T1,0,0,0,3.50900000,0,0E+3
2024-07-11,SH.518880,T0,82400,82400,0,5.41700000,446360.800,0.4497816190512924140190383504
2024-07-11,SH.588000,T1,594700,594700,0,0.75100000,446619.700,0.4500425032086207000288974801
2024-07-12,SH.510300,T1,0,0,0,3.51900000,0,0E+3
2024-07-12,SH.518880,T0,82300,82300,0,5.44600000,448205.800,0.4502917363928754565867223551
2024-07-12,SH.588000,T1,595600,594700,900,0.75200000,447891.200,0.4499756722538812744082628553
2024-07-15,SH.510300,T1,0,0,0,3.52600000,0,0E+3
2024-07-15,SH.518880,T0,82100,82100,0,5.44200000,446788.200,0.4500991795255992353165033185
2024-07-15,SH.588000,T1,597100,595600,1500,0.74800000,446630.800,0.4499406130933225339183043114
2024-07-16,SH.510300,T1,0,0,0,3.55100000,0,0E+3
2024-07-16,SH.518880,T0,82300,82300,0,5.50500000,453061.500,0.4497533442238482705086049320
2024-07-16,SH.588000,T1,593400,593400,0,0.76400000,453357.600,0.4500472821665440887869128393
2024-07-17,SH.510300,T1,0,0,0,3.55600000,0,0E+3
2024-07-17,SH.518880,T0,81700,81700,0,5.57600000,455559.200,0.4501590964309642140291131134
2024-07-17,SH.588000,T1,597600,593400,4200,0.76200000,455371.200,0.4499733249436821631513403162
2024-07-18,SH.510300,T1,0,0,0,3.57700000,0,0E+3
2024-07-18,SH.518880,T0,82000,82000,0,5.57300000,456986.000,0.4498247499464497743581877334
2024-07-18,SH.588000,T1,594500,594500,0,0.76900000,457170.500,0.4500063587186334298385943227
2024-07-19,SH.510300,T1,0,0,0,3.60000000,0,0E+3
2024-07-19,SH.518880,T0,84000,84000,0,5.42500000,455700.000,0.4499974571736842328383064071
2024-07-19,SH.588000,T1,581300,581300,0,0.78400000,455739.200,0.4500361666323658400841419603
2024-07-22,SH.510300,T1,0,0,0,3.57100000,0,0E+3
2024-07-22,SH.518880,T0,84100,84100,0,5.42100000,455906.100,0.4495811278895652688439598241
2024-07-22,SH.588000,T1,579900,579900,0,0.78700000,456381.300,0.4500497352452754061194967158
2024-07-23,SH.510300,T1,0,0,0,3.50100000,0,0E+3
2024-07-23,SH.518880,T0,83000,83000,0,5.39400000,447702.000,0.4504968423155064358479277533
2024-07-23,SH.588000,T1,591500,579900,11600,0.75600000,447174.000,0.4499655462017017456787355097
2024-07-24,SH.510300,T1,0,0,0,3.47900000,0,0E+3
2024-07-24,SH.518880,T0,81900,81900,0,5.46500000,447583.500,0.4503971811849494909996684296
2024-07-24,SH.588000,T1,599400,591500,7900,0.74600000,447152.400,0.4499633711253542831209822022
2024-07-25,SH.510300,T1,0,0,0,3.45900000,0,0E+3
2024-07-25,SH.518880,T0,83000,83000,0,5.32700000,442141.000,0.4494999483997307849700980987
2024-07-25,SH.588000,T1,591800,591800,0,0.74800000,442666.400,0.4500340931021881878221821387
2024-07-26,SH.510300,T1,0,0,0,3.47400000,0,0E+3
2024-07-26,SH.518880,T0,83100,83100,0,5.35000000,444585.000,0.4497639013421878046785985097
2024-07-26,SH.588000,T1,590800,590800,0,0.75300000,444872.400,0.4500546492199743804179163662
2024-07-29,SH.510300,T1,0,0,0,3.45400000,0,0E+3
2024-07-29,SH.518880,T0,82200,82200,0,5.38700000,442811.400,0.4500759000227419692795145954
2024-07-29,SH.588000,T1,598300,590800,7500,0.74000000,442742.000,0.4500053614876871394068690440
2024-07-30,SH.510300,T1,0,0,0,3.43100000,0,0E+3
2024-07-30,SH.518880,T0,82200,82200,0,5.39400000,443386.800,0.4495803132568727765701867490
2024-07-30,SH.588000,T1,597400,597400,0,0.74300000,443868.200,0.4500684377630643423873037400
2024-07-31,SH.510300,T1,0,0,0,3.50800000,0,0E+3
2024-07-31,SH.518880,T0,83600,83600,0,5.43600000,454449.600,0.4497015658739073361761655073
2024-07-31,SH.588000,T1,584600,584600,0,0.77800000,454818.800,0.4500669085172293824240139822
2024-08-01,SH.510300,T1,0,0,0,3.48300000,0,0E+3
2024-08-01,SH.518880,T0,83100,83100,0,5.48000000,455388.000,0.4500401775209603805287411547
2024-08-01,SH.588000,T1,588300,584600,3700,0.77400000,455344.200,0.4499968918837116650055671605
2024-08-02,SH.510300,T1,0,0,0,3.44700000,0,0E+3
2024-08-02,SH.518880,T0,82400,82400,0,5.50500000,453612.000,0.4505113605168676242615636550
2024-08-02,SH.588000,T1,594600,588300,6300,0.76200000,453085.200,0.4499881614288358132326204354
2024-08-05,SH.510300,T1,0,0,0,3.40800000,0,0E+3
2024-08-05,SH.518880,T0,82300,82300,0,5.36600000,441621.800,0.4501087861577148238239939985
2024-08-05,SH.588000,T1,598200,594600,3600,0.73800000,441471.600,0.4499556996486681944081944073
2024-08-06,SH.510300,T1,0,0,0,3.40800000,0,0E+3
2024-08-06,SH.518880,T0,83100,83100,0,5.32700000,442673.700,0.4499181520580934763674540753
2024-08-06,SH.588000,T1,592000,592000,0,0.74800000,442816.000,0.4500627808287610509301332874
2024-08-07,SH.510300,T1,0,0,0,3.40100000,0,0E+3
2024-08-07,SH.518880,T0,82700,82700,0,5.35200000,442610.400,0.4505358715800332686152301921
2024-08-07,SH.588000,T1,595800,592000,3800,0.74200000,442083.600,0.4499996385924026988728416191
2024-08-08,SH.510300,T1,0,0,0,3.40500000,0,0E+3
2024-08-08,SH.518880,T0,82700,82700,0,5.34900000,442362.300,0.4495818247619753003472952755
2024-08-08,SH.588000,T1,594400,594400,0,0.74500000,442828.000,0.4500551251670768469695362201
2024-08-09,SH.510300,T1,0,0,0,3.39300000,0,0E+3
2024-08-09,SH.518880,T0,82300,82300,0,5.39600000,444090.800,0.4503823765248321317544845457
2024-08-09,SH.588000,T1,598000,594400,3600,0.74200000,443716.000,0.4500022666132520965837906678
2024-08-12,SH.510300,T1,0,0,0,3.38900000,0,0E+3
2024-08-12,SH.518880,T0,81900,81900,0,5.43700000,445290.300,0.4500647265897945095837569745
2024-08-12,SH.588000,T1,600000,598000,2000,0.74200000,445200.000,0.4499734583883289522962629212
2024-08-13,SH.510300,T1,0,0,0,3.39400000,0,0E+3
2024-08-13,SH.518880,T0,81800,81800,0,5.47400000,447773.200,0.4501062406282168834825407719
2024-08-13,SH.588000,T1,600000,600000,0,0.74600000,447600.000,0.4499321382011917574494973114
2024-08-14,SH.510300,T1,0,0,0,3.37000000,0,0E+3
2024-08-14,SH.518880,T0,81500,81500,0,5.45600000,444664.000,0.4503702865588308507928549900
2024-08-14,SH.588000,T1,603600,600000,3600,0.73600000,444249.600,0.4499505686442931785176796686
2024-08-15,SH.510300,T1,0,0,0,3.40800000,0,0E+3
2024-08-15,SH.518880,T0,81800,81800,0,5.44300000,445237.400,0.4495163964743594361263844637
2024-08-15,SH.588000,T1,599900,599900,0,0.74300000,445725.700,0.4500093893280559802906000340
2024-08-16,SH.510300,T1,0,0,0,3.41000000,0,0E+3
2024-08-16,SH.518880,T0,81700,81700,0,5.45300000,445510.100,0.4502434695234310429693742068
2024-08-16,SH.588000,T1,601700,599900,1800,0.74000000,445258.000,0.4499886910601215535415641992
2024-08-19,SH.510300,T1,0,0,0,3.41900000,0,0E+3
2024-08-19,SH.518880,T0,81200,81200,0,5.51300000,447655.600,0.4504608498978079478712556713
2024-08-19,SH.588000,T1,605100,601700,3400,0.73900000,447168.900,0.4499710999747750111041763806
2024-08-20,SH.510300,T1,0,0,0,3.40300000,0,0E+3
2024-08-20,SH.518880,T0,80600,80600,0,5.51300000,444347.800,0.4501549843113145091178839504
2024-08-20,SH.588000,T1,610100,605100,5000,0.72800000,444152.800,0.4499574358550361021374105749
2024-08-21,SH.510300,T1,0,0,0,3.38800000,0,0E+3
2024-08-21,SH.518880,T0,80300,80300,0,5.53700000,444621.100,0.4501121126356986540127171330
2024-08-21,SH.588000,T1,612200,610100,2100,0.72600000,444457.200,0.4499461884920604168498998840
2024-08-22,SH.510300,T1,0,0,0,3.37900000,0,0E+3
2024-08-22,SH.518880,T0,80100,80100,0,5.52300000,442392.300,0.4503279846999910744132114304
2024-08-22,SH.588000,T1,614800,612200,2600,0.71900000,442041.200,0.4499705866272213474848121826
2024-08-23,SH.510300,T1,0,0,0,3.39300000,0,0E+3
2024-08-23,SH.518880,T0,80200,80200,0,5.50400000,441420.800,0.4497596639487305316033337782
2024-08-23,SH.588000,T1,613500,613500,0,0.72000000,441720.000,0.4500645161248252244113204374
2024-08-26,SH.510300,T1,0,0,0,3.39400000,0,0E+3
2024-08-26,SH.518880,T0,79800,79800,0,5.53800000,441932.400,0.4504442242382036825067289104
2024-08-26,SH.588000,T1,617400,613500,3900,0.71500000,441441.000,0.4499433596449069400873366989
2024-08-27,SH.510300,T1,0,0,0,3.37700000,0,0E+3
2024-08-27,SH.518880,T0,79500,79500,0,5.53400000,439953.000,0.4505645203128088728916936131
2024-08-27,SH.588000,T1,620600,617400,3200,0.70800000,439384.800,0.4499826155174290527709601250
2024-08-28,SH.510300,T1,0,0,0,3.35700000,0,0E+3
2024-08-28,SH.518880,T0,79300,79300,0,5.52800000,438370.400,0.4503141779582789826537918615
2024-08-28,SH.588000,T1,622200,620600,1600,0.70400000,438028.800,0.4499632707729613879884710841
2024-08-29,SH.510300,T1,0,0,0,3.34700000,0,0E+3
2024-08-29,SH.518880,T0,79600,79600,0,5.53500000,440586.000,0.4497533270117674531265198383
2024-08-29,SH.588000,T1,618400,618400,0,0.71300000,440919.200,0.4500934599450888044980608232
2024-08-30,SH.510300,T1,0,0,0,3.39200000,0,0E+3
2024-08-30,SH.518880,T0,80400,80400,0,5.52200000,443968.800,0.4494347858660064281040291007
2024-08-30,SH.588000,T1,610700,610700,0,0.72800000,444589.600,0.4500632289346761562258407714
2024-09-02,SH.510300,T1,0,0,0,3.33200000,0,0E+3
2024-09-02,SH.518880,T0,79600,79600,0,5.49100000,437083.600,0.4505758277735153588192975197
2024-09-02,SH.588000,T1,620900,610700,10200,0.70300000,436492.700,0.4499666874245492337449952056
2024-09-03,SH.510300,T1,0,0,0,3.34400000,0,0E+3
2024-09-03,SH.518880,T0,79600,79600,0,5.50100000,437879.600,0.4495917856766359834572454829
2024-09-03,SH.588000,T1,619100,619100,0,0.70800000,438322.800,0.4500468401697246888179616506
2024-09-04,SH.510300,T1,0,0,0,3.32300000,0,0E+3
2024-09-04,SH.518880,T0,79800,79800,0,5.46300000,435947.400,0.4498680777599448116155431329
2024-09-04,SH.588000,T1,618600,618600,0,0.70500000,436113.000,0.4500389657011896656066520005
2024-09-05,SH.510300,T1,0,0,0,3.33000000,0,0E+3
2024-09-05,SH.518880,T0,79600,79600,0,5.50200000,437959.200,0.4505031034691498401394593763
2024-09-05,SH.588000,T1,620500,618600,1900,0.70500000,437452.500,0.4499818907111399199825163002
2024-09-06,SH.510300,T1,0,0,0,3.30200000,0,0E+3
2024-09-06,SH.518880,T0,79000,79000,0,5.51700000,435843.000,0.4503681431980294619771732813
2024-09-06,SH.588000,T1,625700,620500,5200,0.69600000,435487.200,0.4500004856118118127719056086
2024-09-09,SH.510300,T1,0,0,0,3.26100000,0,0E+3
2024-09-09,SH.518880,T0,78800,78800,0,5.47700000,431587.600,0.4500654938669207300281643457
2024-09-09,SH.588000,T1,628100,625700,2400,0.68700000,431504.700,0.4499790446050754691158505192
2024-09-10,SH.510300,T1,0,0,0,3.26100000,0,0E+3
2024-09-10,SH.518880,T0,78800,78800,0,5.51300000,434424.400,0.4502200606254211294101986562
2024-09-10,SH.588000,T1,627500,627500,0,0.69200000,434230.000,0.4500185922461459738996947743
2024-09-11,SH.510300,T1,0,0,0,3.25400000,0,0E+3
2024-09-11,SH.518880,T0,78700,78700,0,5.54200000,436155.400,0.4500725018456175207156087088
2024-09-11,SH.588000,T1,627500,627500,0,0.69500000,436112.500,0.4500282329673021840451497402
2024-09-12,SH.510300,T1,0,0,0,3.24300000,0,0E+3
2024-09-12,SH.518880,T0,78600,78600,0,5.53100000,434736.600,0.4504749379576379045322407514
2024-09-12,SH.588000,T1,629300,627500,1800,0.69000000,434217.000,0.4499365273941776652627728661
2024-09-13,SH.510300,T1,0,0,0,3.22800000,0,0E+3
2024-09-13,SH.518880,T0,77600,77600,0,5.61100000,435413.600,0.4503075263886886679686380512
2024-09-13,SH.588000,T1,637000,629300,7700,0.68300000,435071.000,0.4499532072802805595915775841
2024-09-18,SH.510300,T1,0,0,0,3.23800000,0,0E+3
2024-09-18,SH.518880,T0,77400,77400,0,5.60900000,434136.600,0.4505493519123100761836517594
2024-09-18,SH.588000,T1,639500,637000,2500,0.67800000,433581.000,0.4499727471756385320698229854
2024-09-19,SH.510300,T1,0,0,0,3.26500000,0,0E+3
2024-09-19,SH.518880,T0,77600,77600,0,5.60000000,434560.000,0.4498275570802067160096870638
2024-09-19,SH.588000,T1,636600,636600,0,0.68300000,434797.800,0.4500737117954903895117744708
2024-09-20,SH.510300,T1,0,0,0,3.27400000,0,0E+3
2024-09-20,SH.518880,T0,77000,77000,0,5.66300000,436051.000,0.4505834941601686925347002925
2024-09-20,SH.588000,T1,642300,636600,5700,0.67800000,435479.400,0.4499928441553253314951594253
2024-09-23,SH.510300,T1,0,0,0,3.28300000,0,0E+3
2024-09-23,SH.518880,T0,76400,76400,0,5.71100000,436320.400,0.4503450969990501878444218355
2024-09-23,SH.588000,T1,646800,642300,4500,0.67400000,435943.200,0.4499557726158949612475106759
2024-09-24,SH.510300,T1,0,0,0,3.42700000,0,0E+3
2024-09-24,SH.518880,T0,77700,77700,0,5.69700000,442656.900,0.4498860793695278796094631786
2024-09-24,SH.588000,T1,633500,633500,0,0.69900000,442816.500,0.4500482858510429687215625728
2024-09-25,SH.510300,T1,0,0,0,3.47400000,0,0E+3
2024-09-25,SH.518880,T0,77500,77500,0,5.74000000,444850.000,0.4503015354622369150732488456
2024-09-25,SH.588000,T1,635000,633500,1500,0.70000000,444500.000,0.4499472462919283101046624972
2024-09-26,SH.510300,T1,0,0,0,3.64000000,0,0E+3
2024-09-26,SH.518880,T0,78700,78700,0,5.75100000,452603.700,0.4496809139103469708076581433
2024-09-26,SH.588000,T1,622200,622200,0,0.72800000,452961.600,0.4500365026938423624291850129
2024-09-27,SH.510300,T1,0,0,0,3.86900000,0,0E+3
2024-09-27,SH.518880,T0,82200,82200,0,5.70800000,469197.600,0.4499042360702636184206188645
2024-09-27,SH.588000,T1,592600,592600,0,0.79200000,469339.200,0.4500400134907524472815686214
2024-09-30,SH.510300,T1,0,0,0,4.23300000,0,0E+3
2024-09-30,SH.518880,T0,89600,89600,0,5.70700000,511347.200,0.4499999010408409940592814785
2024-09-30,SH.588000,T1,538400,538400,0,0.95000000,511480.000,0.4501167687715300907904478417
2024-10-08,SH.510300,T1,0,0,0,4.41200000,0,0E+3
2024-10-08,SH.518880,T0,97600,97600,0,5.71400000,557686.400,0.4500568033634280914282130990
2024-10-08,SH.588000,T1,489100,489100,0,1.14000000,557574.000,0.4499660957817154132680920504
2024-10-09,SH.510300,T1,0,0,0,4.02200000,0,0E+3
2024-10-09,SH.518880,T0,96600,96600,0,5.64000000,544824.000,0.4501252187743115673167550606
2024-10-09,SH.588000,T1,496800,489100,7700,1.09600000,544492.800,0.4498515864224730800417904679
2024-10-10,SH.510300,T1,0,0,0,4.08600000,0,0E+3
2024-10-10,SH.518880,T0,93500,93500,0,5.67600000,530706.000,0.4501155959606365563042011992
2024-10-10,SH.588000,T1,517000,496800,20200,1.02600000,530442.000,0.4498916857027280192783068073
2024-10-11,SH.510300,T1,0,0,0,3.97700000,0,0E+3
2024-10-11,SH.518880,T0,89900,89900,0,5.73900000,515936.100,0.4501628500893974476803708830
2024-10-11,SH.588000,T1,542200,517000,25200,0.95100000,515632.200,0.4498976922720976543835845858
2024-10-14,SH.510300,T1,0,0,0,4.04000000,0,0E+3
2024-10-14,SH.518880,T0,90300,90300,0,5.79900000,523649.700,0.4498867993439513506080260734
2024-10-14,SH.588000,T1,537700,537700,0,0.97400000,523719.800,0.4499470248432383949616800956
2024-10-15,SH.510300,T1,0,0,0,3.93100000,0,0E+3
2024-10-15,SH.518880,T0,89200,89200,0,5.79900000,517270.800,0.4502387184153788600329105219
2024-10-15,SH.588000,T1,546400,537700,8700,0.94600000,516894.400,0.4499110953335974244619941131
2024-10-16,SH.510300,T1,0,0,0,3.90600000,0,0E+3
2024-10-16,SH.518880,T0,87600,87600,0,5.88400000,515438.400,0.4506092073730938375378570739
2024-10-16,SH.588000,T1,557500,546400,11100,0.92300000,514572.500,0.4498522158244153495673759642
2024-10-17,SH.510300,T1,133600,0,133600,3.86300000,516096.800,0.4502509380241688751702260736
2024-10-17,SH.518880,T0,87500,87500,0,5.90500000,516687.500,0.4507662739632618448506485303
2024-10-17,SH.588000,T1,0,0,0,0.92600000,0,0E+3
2024-10-18,SH.510300,T1,0,0,0,4.01600000,0,0E+3
2024-10-18,SH.518880,T0,88500,88500,0,5.94500000,526132.500,0.4500898885025119807686391962
2024-10-18,SH.588000,T1,505800,0,505800,1.04100000,526537.800,0.4504366099687017107431333197
2024-10-21,SH.510300,T1,0,0,0,4.01600000,0,0E+3
2024-10-21,SH.518880,T0,88300,88300,0,6.02000000,531566.000,0.4504286125680978225202549989
2024-10-21,SH.588000,T1,505800,505800,0,1.05000000,531090.000,0.4500252684498088150150352494
2024-10-22,SH.510300,T1,130600,0,130600,4.04000000,527624.000,0.4501290895041107922391498049
2024-10-22,SH.518880,T0,87800,87800,0,6.01800000,528380.400,0.4507743930598643390892735538
2024-10-22,SH.588000,T1,0,0,0,1.03700000,0,0E+3
2024-10-23,SH.510300,T1,130600,130600,0,4.05500000,529583.000,0.4497706858108441656123943149
2024-10-23,SH.518880,T0,87600,87600,0,6.05600000,530505.600,0.4505542427504156488873370434
2024-10-23,SH.588000,T1,0,0,0,1.03200000,0,0E+3
2024-10-24,SH.510300,T1,130800,130600,200,4.01100000,524638.800,0.4498103612104036631540798849
2024-10-24,SH.518880,T0,87600,87600,0,5.99500000,525162.000,0.4502589379854825997416182343
2024-10-24,SH.588000,T1,0,0,0,1.02900000,0,0E+3
2024-10-25,SH.510300,T1,0,0,0,4.04000000,0,0E+3
2024-10-25,SH.518880,T0,87800,87800,0,5.99800000,526624.400,0.4504170132027086670154234713
2024-10-25,SH.588000,T1,504000,0,504000,1.04500000,526680.000,0.4504645673721206247634618408
2024-10-28,SH.510300,T1,0,0,0,4.04600000,0,0E+3
2024-10-28,SH.518880,T0,87400,87400,0,6.01700000,525885.800,0.4503126018512973383696704713
2024-10-28,SH.588000,T1,505700,504000,1700,1.03900000,525422.300,0.4499157098056135105950198870
2024-10-29,SH.510300,T1,0,0,0,4.01300000,0,0E+3
2024-10-29,SH.518880,T0,86600,86600,0,6.06800000,525488.800,0.4504059258713344912392243185
2024-10-29,SH.588000,T1,510600,505700,4900,1.02800000,524896.800,0.4498985119966413864217408236
2024-10-30,SH.510300,T1,0,0,0,3.97100000,0,0E+3
2024-10-30,SH.518880,T0,85300,85300,0,6.14000000,523742.000,0.4504532328835576612657225824
2024-10-30,SH.588000,T1,519000,510600,8400,1.00800000,523152.000,0.4499457933285834582800029412
2024-10-31,SH.510300,T1,132100,0,132100,3.97100000,524569.100,0.4504033240452567808647162779
2024-10-31,SH.518880,T0,85900,85900,0,6.10300000,524247.700,0.4501273649230970014774631595
2024-10-31,SH.588000,T1,0,0,0,1.02000000,0,0E+3
2024-11-01,SH.510300,T1,131400,131400,0,3.97900000,522840.600,0.4502424881629995808368150573
2024-11-01,SH.518880,T0,86300,86300,0,6.05100000,522201.300,0.4496919570399716338257585788
2024-11-01,SH.588000,T1,0,0,0,0.99000000,0,0E+3
2024-11-04,SH.510300,T1,130000,130000,0,4.03200000,524160.000,0.4501912578502293835941548485
2024-11-04,SH.518880,T0,87200,87200,0,6.00600000,523723.200,0.4498160984686875257744930528
2024-11-04,SH.588000,T1,0,0,0,1.00400000,0,0E+3
2024-11-05,SH.510300,T1,0,0,0,4.13700000,0,0E+3
2024-11-05,SH.518880,T0,88200,88200,0,6.00600000,529729.200,0.4501701897516402646942846947
2024-11-05,SH.588000,T1,504800,0,504800,1.05000000,530040.000,0.4504343112970918082268424311
2024-11-06,SH.510300,T1,0,0,0,4.11100000,0,0E+3
2024-11-06,SH.518880,T0,88300,88300,0,5.99400000,529270.200,0.4496104424352904295854769217
2024-11-06,SH.588000,T1,503200,503200,0,1.05300000,529869.600,0.4501196275343111435487673825
2024-11-07,SH.510300,T1,0,0,0,4.24800000,0,0E+3
2024-11-07,SH.518880,T0,90800,90800,0,5.86000000,532088.000,0.4499989407745084026832987387
2024-11-07,SH.588000,T1,489600,489600,0,1.08700000,532195.200,0.4500896022561637440944330805
2024-11-08,SH.510300,T1,0,0,0,4.19400000,0,0E+3
2024-11-08,SH.518880,T0,90300,90300,0,5.89800000,532589.400,0.4502331711095827882682160956
2024-11-08,SH.588000,T1,492400,489600,2800,1.08100000,532284.400,0.4499753343648251518030108063
2024-11-11,SH.510300,T1,0,0,0,4.21500000,0,0E+3
2024-11-11,SH.518880,T0,92000,92000,0,5.90500000,543260.000,0.4498480005869834920150501821
2024-11-11,SH.588000,T1,481100,481100,0,1.13000000,543643.000,0.4501651448350871894664395063
2024-11-12,SH.510300,T1,128000,0,128000,4.16900000,533632.000,0.4501612104742088379945833669
2024-11-12,SH.518880,T0,92000,92000,0,5.80700000,534244.000,0.4506774813515366890395969437
2024-11-12,SH.588000,T1,0,0,0,1.10500000,0,0E+3
2024-11-13,SH.510300,T1,127500,127500,0,4.19500000,534862.500,0.4503240201143811265978315866
2024-11-13,SH.518880,T0,92200,92200,0,5.79600000,534391.200,0.4499272121297497347448496370
2024-11-13,SH.588000,T1,0,0,0,1.11600000,0,0E+3
2024-11-14,SH.510300,T1,127500,127500,0,4.12400000,525810.000,0.4501896169796225245722741437
2024-11-14,SH.518880,T0,92500,92500,0,5.68000000,525400.000,0.4498385819233062787133619275
2024-11-14,SH.588000,T1,0,0,0,1.08000000,0,0E+3
2024-11-15,SH.510300,T1,128600,127500,1100,4.05500000,521473.000,0.4497630430739125398165694239
2024-11-15,SH.518880,T0,91900,91900,0,5.68300000,522267.700,0.4504484605170607724103800866
2024-11-15,SH.588000,T1,0,0,0,1.04000000,0,0E+3
2024-11-18,SH.510300,T1,0,0,0,4.03800000,0,0E+3
2024-11-18,SH.518880,T0,91000,91000,0,5.75800000,523978.000,0.4505687444307977626785068699
2024-11-18,SH.588000,T1,513500,0,513500,1.02000000,523770.000,0.4503898852060944241134580903
2024-11-19,SH.510300,T1,0,0,0,4.05800000,0,0E+3
2024-11-19,SH.518880,T0,91200,91200,0,5.85800000,534249.600,0.4495377751528435680298595558
2024-11-19,SH.588000,T1,508400,508400,0,1.05200000,534836.800,0.4500318673928185717418831746
2024-11-20,SH.510300,T1,0,0,0,4.06800000,0,0E+3
2024-11-20,SH.518880,T0,91400,91400,0,5.85700000,535329.800,0.4499081429564366228370572643
2024-11-20,SH.588000,T1,507600,507600,0,1.05500000,535518.000,0.4500663122055694029894379727
2024-11-21,SH.510300,T1,0,0,0,4.07300000,0,0E+3
2024-11-21,SH.518880,T0,91200,91200,0,5.93300000,541089.600,0.4503944148733911929615066665
