﻿HuijinEntity,Symbol,ReportTypeID,ReportTypeName,EndDate,Ranking,HolderName,FundID,FundClassID,Startdate,HoldersShare,HolderOfListing
中央汇金资产管理有限责任公司,515320,5,半年度,2023-06-30,1.0,华夏基金－中央汇金资产管理有限责任公司－华夏基金－汇金资管单一资产管理计划,10505190,202000024350,2023-01-01,64849800.0,18.62
中央汇金资产管理有限责任公司,515320,6,年度,2023-12-31,1.0,华夏基金－中央汇金资产管理有限责任公司－华夏基金－汇金资管单一资产管理计划,10505190,202000024350,2023-01-01,64849800.0,18.0
中央汇金资产管理有限责任公司,515320,5,半年度,2024-06-30,1.0,华夏基金－中央汇金资产管理有限责任公司－华夏基金－汇金资管单一资产管理计划,10505190,202000024350,2024-01-01,64849800.0,19.4
中央汇金资产管理有限责任公司,515630,6,年度,2020-12-31,1.0,华夏基金－中央汇金资产管理有限责任公司－华夏基金－汇金资管单一资产管理计划,10483046,202000022320,2020-02-28,5000000.0,3.25
中央汇金资产管理有限责任公司,515650,6,年度,2020-12-31,1.0,华夏基金中央汇金资产管理有限责任公司华夏基金汇金资管单一资产管理计划,10460117,202000021468,2020-01-01,76597300.0,10.22
中央汇金资产管理有限责任公司,515650,5,半年度,2021-06-30,1.0,华夏基金－中央汇金资产管理有限责任公司－华夏基金－汇金资管单一资产管理计划,10460117,202000021468,2021-01-01,56982300.0,6.86
中央汇金资产管理有限责任公司,515650,6,年度,2022-12-31,5.0,华夏基金－中央汇金资产管理有限责任公司－华夏基金－汇金资管单一资产管理计划,10460117,202000021468,2022-01-01,10748700.0,0.67
中央汇金资产管理有限责任公司,515650,5,半年度,2023-06-30,9.0,华夏基金－中央汇金资产管理有限责任公司－华夏基金－汇金资管单一资产管理计划,10460117,202000021468,2023-01-01,8645400.0,0.44
中央汇金资产管理有限责任公司,515680,6,年度,2023-12-31,7.0,华夏基金－中央汇金资产管理有限责任公司－华夏基金－汇金资管单一资产管理计划,10460123,202000021475,2023-01-01,8096600.0,0.53
中央汇金资产管理有限责任公司,515790,6,年度,2021-12-31,1.0,华夏基金－中央汇金资产管理有限责任公司－华夏基金－汇金资管单一资产管理计划,10509952,202000024558,2021-01-01,425607436.0,5.14
中央汇金资产管理有限责任公司,515790,5,半年度,2022-06-30,1.0,华夏基金－中央汇金资产管理有限责任公司－华夏基金－汇金资管单一资产管理计划,10509952,202000024558,2022-01-01,425607436.0,4.44
中央汇金资产管理有限责任公司,515790,6,年度,2022-12-31,2.0,华夏基金－中央汇金资产管理有限责任公司－华夏基金－汇金资管单一资产管理计划,10509952,202000024558,2022-01-01,396843836.0,3.97
中央汇金资产管理有限责任公司,515790,6,年度,2023-12-31,10.0,华夏基金－中央汇金资产管理有限责任公司－华夏基金－汇金资管单一资产管理计划,10509952,202000024558,2023-01-01,91945200.0,0.71
中央汇金资产管理有限责任公司,515790,6,年度,2025-12-31,9.0,华夏基金－中央汇金资产管理有限责任公司－华夏基金－汇金资管单一资产管理计划,10509952,202000024558,2025-01-01,75091700.0,0.64
中央汇金资产管理有限责任公司,515800,7,其他周期,2019-12-09,1.0,中央汇金资产管理有限责任公司,10459157,202000021324,2019-10-08,1307627911.0,19.81
中央汇金资产管理有限责任公司,515800,6,年度,2019-12-31,1.0,中央汇金资产管理有限责任公司,10459157,202000021324,2019-10-08,1307627911.0,26.33
中央汇金资产管理有限责任公司,515800,5,半年度,2020-06-30,1.0,中央汇金资产管理有限责任公司,10459157,202000021324,2020-01-01,1307627911.0,48.48
中央汇金资产管理有限责任公司,515800,6,年度,2020-12-31,1.0,中央汇金资产管理有限责任公司,10459157,202000021324,2020-01-01,1307627911.0,72.91
中央汇金资产管理有限责任公司,515800,5,半年度,2021-06-30,1.0,中央汇金资产管理有限责任公司,10459157,202000021324,2021-01-01,1307627911.0,80.05
中央汇金资产管理有限责任公司,515800,6,年度,2021-12-31,1.0,中央汇金资产管理有限责任公司,10459157,202000021324,2021-01-01,1307627911.0,82.27
中央汇金资产管理有限责任公司,515800,5,半年度,2022-06-30,1.0,中央汇金资产管理有限责任公司,10459157,202000021324,2022-01-01,1307627911.0,79.09
中央汇金资产管理有限责任公司,515800,6,年度,2022-12-31,1.0,中央汇金资产管理有限责任公司,10459157,202000021324,2022-01-01,1307627911.0,74.92
中央汇金资产管理有限责任公司,515800,5,半年度,2023-06-30,1.0,中央汇金资产管理有限责任公司,10459157,202000021324,2023-01-01,1307627911.0,72.75
中央汇金资产管理有限责任公司,515800,6,年度,2023-12-31,1.0,中央汇金资产管理有限责任公司,10459157,202000021324,2023-01-01,1307627911.0,16.01
中央汇金资产管理有限责任公司,515800,5,半年度,2024-06-30,1.0,中央汇金资产管理有限责任公司,10459157,202000021324,2024-01-01,1307627911.0,17.58
中央汇金资产管理有限责任公司,515800,6,年度,2024-12-31,1.0,中央汇金资产管理有限责任公司,10459157,202000021324,2024-01-01,1307627911.0,21.27
中央汇金资产管理有限责任公司,515800,5,半年度,2025-06-30,1.0,中央汇金资产管理有限责任公司,10459157,202000021324,2025-01-01,1307627911.0,27.83
中央汇金资产管理有限责任公司,515800,6,年度,2025-12-31,1.0,中央汇金资产管理有限责任公司,10459157,202000021324,2025-01-01,1307627911.0,30.48
中央汇金资产管理有限责任公司,515880,6,年度,2022-12-31,10.0,华夏基金－中央汇金资产管理有限责任公司－华夏基金－汇金资管单一资产管理计划,10459413,202000021350,2022-01-01,9638000.0,0.61
中央汇金资产管理有限责任公司,515880,5,半年度,2023-06-30,8.0,华夏基金－中央汇金资产管理有限责任公司－华夏基金－汇金资管单一资产管理计划,10459413,202000021350,2023-01-01,42336200.0,1.69
中央汇金资产管理有限责任公司,515880,6,年度,2023-12-31,2.0,华夏基金－中央汇金资产管理有限责任公司－华夏基金－汇金资管单一资产管理计划,10459413,202000021350,2023-01-01,75393500.0,3.62
中央汇金资产管理有限责任公司,515880,5,半年度,2024-06-30,1.0,华夏基金－中央汇金资产管理有限责任公司－华夏基金－汇金资管单一资产管理计划,10459413,202000021350,2024-01-01,70513000.0,3.52
中央汇金资产管理有限责任公司,516110,5,半年度,2023-06-30,5.0,华夏基金－中央汇金资产管理有限责任公司－华夏基金－汇金资管单一资产管理计划,10527648,202000026213,2023-01-01,63408600.0,3.58
中央汇金资产管理有限责任公司,516110,6,年度,2023-12-31,3.0,华夏基金－中央汇金资产管理有限责任公司－华夏基金－汇金资管单一资产管理计划,10527648,202000026213,2023-01-01,89086800.0,6.61
中央汇金资产管理有限责任公司,516110,5,半年度,2024-06-30,1.0,华夏基金－中央汇金资产管理有限责任公司－华夏基金－汇金资管单一资产管理计划,10527648,202000026213,2024-01-01,71288000.0,13.04
中央汇金资产管理有限责任公司,516110,6,年度,2024-12-31,1.0,华夏基金－中央汇金资产管理有限责任公司－华夏基金－汇金资管单一资产管理计划,10527648,202000026213,2024-01-01,71288000.0,17.28
中央汇金资产管理有限责任公司,516110,5,半年度,2025-06-30,1.0,华夏基金－中央汇金资产管理有限责任公司－华夏基金－汇金资管单一资产管理计划,10527648,202000026213,2025-01-01,62506900.0,20.25
中央汇金资产管理有限责任公司,516110,6,年度,2025-12-31,1.0,华夏基金－中央汇金资产管理有限责任公司－华夏基金－汇金资管单一资产管理计划,10527648,202000026213,2025-01-01,61706900.0,14.92
中央汇金资产管理有限责任公司,516150,5,半年度,2023-06-30,4.0,华夏基金－中央汇金资产管理有限责任公司－华夏基金－汇金资管单一资产管理计划,10526287,202000025879,2023-01-01,17644900.0,0.85
中央汇金资产管理有限责任公司,516150,6,年度,2023-12-31,2.0,华夏基金－中央汇金资产管理有限责任公司－华夏基金－汇金资管单一资产管理计划,10526287,202000025879,2023-01-01,33802900.0,1.67
中央汇金资产管理有限责任公司,516970,6,年度,2023-12-31,10.0,华夏基金-中央汇金资产管理有限责任公司-华夏基金-汇金资管单一资产管理计划,10544726,202000028737,2023-01-01,32597600.0,0.79
中央汇金资产管理有限责任公司,517090,6,年度,2023-12-31,4.0,华夏基金－中央汇金资产管理有限责任公司－华夏基金－汇金资管单一资产管理计划,10564476,202000031642,2023-01-01,8148700.0,2.24
中央汇金投资有限责任公司,560010,5,半年度,2024-06-30,1.0,中央汇金投资有限责任公司,10595449,202000040580,2024-01-01,3799915155.0,66.69
中央汇金资产管理有限责任公司,560010,6,年度,2024-12-31,1.0,中央汇金资产管理有限责任公司,10595449,202000040580,2024-01-01,4236425860.0,45.67
中央汇金投资有限责任公司,560010,6,年度,2024-12-31,2.0,中央汇金投资有限责任公司,10595449,202000040580,2024-01-01,3799915155.0,40.96
中央汇金资产管理有限责任公司,560010,5,半年度,2025-06-30,1.0,中央汇金资产管理有限责任公司,10595449,202000040580,2025-01-01,6749915042.0,57.22
中央汇金投资有限责任公司,560010,5,半年度,2025-06-30,2.0,中央汇金投资有限责任公司,10595449,202000040580,2025-01-01,3799915155.0,32.21
中央汇金资产管理有限责任公司,560010,6,年度,2025-12-31,1.0,中央汇金资产管理有限责任公司,10595449,202000040580,2025-01-01,6749915042.0,58.77
中央汇金投资有限责任公司,560010,6,年度,2025-12-31,2.0,中央汇金投资有限责任公司,10595449,202000040580,2025-01-01,3799915155.0,33.09
中央汇金资产管理有限责任公司,560050,6,年度,2022-12-31,4.0,中央汇金资产管理有限责任公司,10569823,202000032610,2022-01-01,224855500.0,2.42
中央汇金资产管理有限责任公司,560050,5,半年度,2023-06-30,3.0,中央汇金资产管理有限责任公司,10569823,202000032610,2023-01-01,327632559.0,4.09
中央汇金资产管理有限责任公司,560050,6,年度,2023-12-31,1.0,中央汇金资产管理有限责任公司,10569823,202000032610,2023-01-01,453089157.0,6.01
中央汇金资产管理有限责任公司,560050,5,半年度,2024-06-30,2.0,中央汇金资产管理有限责任公司,10569823,202000032610,2024-01-01,453089157.0,5.31
中央汇金资产管理有限责任公司,560050,6,年度,2024-12-31,2.0,中央汇金资产管理有限责任公司,10569823,202000032610,2024-01-01,453089157.0,6.53
中央汇金资产管理有限责任公司,560050,5,半年度,2025-06-30,1.0,中央汇金资产管理有限责任公司,10569823,202000032610,2025-01-01,453089157.0,8.59
中央汇金资产管理有限责任公司,560050,6,年度,2025-12-31,1.0,中央汇金资产管理有限责任公司,10569823,202000032610,2025-01-01,453089157.0,11.85
中央汇金资产管理有限责任公司,561580,5,半年度,2024-06-30,2.0,华夏基金－中央汇金资产管理有限责任公司－华夏基金－汇金资管单一资产管理计划,10803942,202000046592,2024-01-01,17827100.0,4.16
中央汇金资产管理有限责任公司,561580,6,年度,2024-12-31,2.0,华夏基金－中央汇金资产管理有限责任公司－华夏基金－汇金资管单一资产管理计划,10803942,202000046592,2024-01-01,17827100.0,3.37
中央汇金资产管理有限责任公司,561580,5,半年度,2025-06-30,1.0,华夏基金－中央汇金资产管理有限责任公司－华夏基金－汇金资管单一资产管理计划,10803942,202000046592,2025-01-01,33709900.0,7.87
中央汇金资产管理有限责任公司,561580,6,年度,2025-12-31,2.0,华夏基金－中央汇金资产管理有限责任公司－华夏基金－汇金资管单一资产管理计划,10803942,202000046592,2025-01-01,33709900.0,4.11
中央汇金资产管理有限责任公司,562500,5,半年度,2023-06-30,2.0,华夏基金－中央汇金资产管理有限责任公司－华夏基金－汇金资管单一资产管理计划,10571099,202000033428,2023-01-01,54236400.0,8.53
中央汇金资产管理有限责任公司,562500,6,年度,2023-12-31,2.0,华夏基金－中央汇金资产管理有限责任公司－华夏基金－汇金资管单一资产管理计划,10571099,202000033428,2023-01-01,123888200.0,11.35
中央汇金资产管理有限责任公司,562500,5,半年度,2024-06-30,1.0,华夏基金－中央汇金资产管理有限责任公司－华夏基金－汇金资管单一资产管理计划,10571099,202000033428,2024-01-01,98601900.0,7.04
中央汇金资产管理有限责任公司,562500,6,年度,2024-12-31,6.0,华夏基金－中央汇金资产管理有限责任公司－华夏基金－汇金资管单一资产管理计划,10571099,202000033428,2024-01-01,31624800.0,0.59
中央汇金资产管理有限责任公司,562510,6,年度,2023-12-31,1.0,华夏基金－中央汇金资产管理有限责任公司－华夏基金－汇金资管单一资产管理计划,10572305,202000033690,2023-01-01,36493200.0,3.43
中央汇金资产管理有限责任公司,562510,5,半年度,2024-06-30,2.0,华夏基金－中央汇金资产管理有限责任公司－华夏基金－汇金资管单一资产管理计划,10572305,202000033690,2024-01-01,48277600.0,3.59
中央汇金资产管理有限责任公司,562510,6,年度,2024-12-31,2.0,华夏基金－中央汇金资产管理有限责任公司－华夏基金－汇金资管单一资产管理计划,10572305,202000033690,2024-01-01,61996600.0,6.8
中央汇金资产管理有限责任公司,562510,5,半年度,2025-06-30,1.0,华夏基金－中央汇金资产管理有限责任公司－华夏基金－汇金资管单一资产管理计划,10572305,202000033690,2025-01-01,61996600.0,6.0
中央汇金资产管理有限责任公司,562510,6,年度,2025-12-31,1.0,华夏基金－中央汇金资产管理有限责任公司－华夏基金－汇金资管单一资产管理计划,10572305,202000033690,2025-01-01,61996600.0,7.35
中央汇金投资有限责任公司,588050,5,半年度,2024-06-30,1.0,中央汇金投资有限责任公司,10499628,202000024166,2024-01-01,969748343.0,9.02
中央汇金投资有限责任公司,588050,6,年度,2024-12-31,2.0,中央汇金投资有限责任公司,10499628,202000024166,2024-01-01,969748343.0,7.19
中央汇金投资有限责任公司,588050,5,半年度,2025-06-30,2.0,中央汇金投资有限责任公司,10499628,202000024166,2025-01-01,969748343.0,8.6
中央汇金投资有限责任公司,588050,6,年度,2025-12-31,2.0,中央汇金投资有限责任公司,10499628,202000024166,2025-01-01,969748343.0,11.78
中央汇金投资有限责任公司,588080,5,半年度,2024-06-30,1.0,中央汇金投资有限责任公司,10499563,202000024157,2024-01-01,11806564625.0,24.37
中央汇金投资有限责任公司,588080,6,年度,2024-12-31,1.0,中央汇金投资有限责任公司,10499563,202000024157,2024-01-01,11806564625.0,20.31
中央汇金资产管理有限责任公司,588080,6,年度,2024-12-31,2.0,中央汇金资产管理有限责任公司,10499563,202000024157,2024-01-01,5654156574.0,9.73
中央汇金投资有限责任公司,588080,5,半年度,2025-06-30,1.0,中央汇金投资有限责任公司,10499563,202000024157,2025-01-01,11806564625.0,19.38
中央汇金资产管理有限责任公司,588080,5,半年度,2025-06-30,2.0,中央汇金资产管理有限责任公司,10499563,202000024157,2025-01-01,9800143835.0,16.08
中央汇金投资有限责任公司,588080,6,年度,2025-12-31,1.0,中央汇金投资有限责任公司,10499563,202000024157,2025-01-01,11806564625.0,22.92
中央汇金资产管理有限责任公司,588080,6,年度,2025-12-31,2.0,中央汇金资产管理有限责任公司,10499563,202000024157,2025-01-01,9800143835.0,19.03
